time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Self confidence and self awareness,7633,532,5322,1779,7,70,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Self confidence and self awareness,8044,1196,5530,1318,15,69,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Self confidence and self awareness,20190,2059,14139,3992,10,70,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Self confidence and self awareness,9954,637,7063,2254,6,71,23
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Self confidence and self awareness,10236,1422,7076,1738,14,69,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Self confidence and self awareness,27076,4525,19247,3304,17,71,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Self confidence and self awareness,13263,1545,9742,1976,12,73,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Self confidence and self awareness,13813,2980,9505,1328,22,69,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Self confidence and self awareness,10271,1779,7107,1385,17,69,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Self confidence and self awareness,5091,599,3684,808,12,72,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Self confidence and self awareness,5180,1180,3423,577,23,66,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Self confidence and self awareness,11617,1785,8165,1667,15,70,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Self confidence and self awareness,5687,600,4121,966,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Self confidence and self awareness,5930,1185,4044,701,20,68,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Self confidence and self awareness,5659,691,4036,932,12,71,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Self confidence and self awareness,2798,225,2011,562,8,72,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Self confidence and self awareness,2861,466,2025,370,16,71,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Self confidence and self awareness,22099,3236,15344,3519,15,69,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Self confidence and self awareness,10941,984,7780,2177,9,71,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Self confidence and self awareness,11158,2252,7564,1342,20,68,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Self confidence and self awareness,4584,634,3276,674,14,71,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Self confidence and self awareness,2216,208,1627,381,9,73,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Self confidence and self awareness,2368,426,1649,293,18,70,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Self confidence and self awareness,3278,381,2332,565,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Self confidence and self awareness,1595,130,1131,334,8,71,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Self confidence and self awareness,1683,251,1201,231,15,71,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Self confidence and self awareness,12037,2085,8428,1524,17,70,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Self confidence and self awareness,5844,661,4277,906,11,73,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Self confidence and self awareness,6193,1424,4151,618,23,67,10
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Self confidence and self awareness,19919,3641,12817,3461,18,64,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Self confidence and self awareness,9793,1425,6363,2005,15,65,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Self confidence and self awareness,10126,2216,6454,1456,22,64,14
201718,Academic year,National,E92000001,England,English as another language,English,Total,Self confidence and self awareness,511092,48576,362377,100139,10,71,20
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Self confidence and self awareness,249276,15393,176436,57447,6,71,23
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Self confidence and self awareness,261816,33183,185941,42692,13,71,16
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Self confidence and self awareness,128130,20863,90692,16575,16,71,13
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Self confidence and self awareness,62572,7102,45762,9708,11,73,16
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Self confidence and self awareness,65558,13761,44930,6867,21,69,10
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Self confidence and self awareness,13127,2803,8046,2278,21,61,17
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Self confidence and self awareness,6422,1138,3968,1316,18,62,20
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Self confidence and self awareness,6705,1665,4078,962,25,61,14
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Self confidence and self awareness,87190,16139,62160,8891,19,71,10
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Self confidence and self awareness,42403,5489,31541,5373,13,74,13
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Self confidence and self awareness,44787,10650,30619,3518,24,68,8
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Self confidence and self awareness,565159,56103,398955,110101,10,71,19
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Self confidence and self awareness,275867,18144,194625,63098,7,71,23
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Self confidence and self awareness,289292,37959,204330,47003,13,71,16
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Self confidence and self awareness,226558,17224,149494,59840,8,66,26
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Self confidence and self awareness,110251,5213,71445,33593,5,65,30
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Self confidence and self awareness,116307,12011,78049,26247,10,67,23
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Self confidence and self awareness,207144,22105,148966,36073,11,72,17
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Self confidence and self awareness,100978,7137,72819,21022,7,72,21
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Self confidence and self awareness,106166,14968,76147,15051,14,72,14
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Self confidence and self awareness,218647,32913,162655,23079,15,74,11
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Self confidence and self awareness,107041,11283,81902,13856,11,77,13
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Self confidence and self awareness,111606,21630,80753,9223,19,72,8
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Self confidence and self awareness,60662,30187,28428,2047,50,47,3
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Self confidence and self awareness,17911,7929,9188,794,44,51,4
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Self confidence and self awareness,42751,22258,19240,1253,52,45,3
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Self confidence and self awareness,579279,39201,425261,114817,7,73,20
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Self confidence and self awareness,294280,14531,213300,66449,5,72,23
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Self confidence and self awareness,284999,24670,211961,48368,9,74,17
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Self confidence and self awareness,50957,21949,27045,1963,43,53,4
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Self confidence and self awareness,15239,5718,8764,757,38,58,5
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Self confidence and self awareness,35718,16231,18281,1206,45,51,3
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Self confidence and self awareness,9705,8238,1383,84,85,14,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Self confidence and self awareness,2672,2211,424,37,83,16,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Self confidence and self awareness,7033,6027,959,47,86,14,1
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Self confidence and self awareness,12408,2854,7426,2128,23,60,17
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Self confidence and self awareness,6079,1173,3678,1228,19,61,20
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Self confidence and self awareness,6329,1681,3748,900,27,59,14
201718,Academic year,National,E92000001,England, , ,Total,Managing feelings and behaviours,652349,78887,467062,106400,12,72,16
201718,Academic year,National,E92000001,England, , ,Girls,Managing feelings and behaviours,318270,22999,228738,66533,7,72,21
201718,Academic year,National,E92000001,England, , ,Boys,Managing feelings and behaviours,334079,55888,238324,39867,17,71,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Managing feelings and behaviours,473998,52976,341381,79641,11,72,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Managing feelings and behaviours,230864,15178,165978,49708,7,72,22
201718,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Managing feelings and behaviours,243134,37798,175403,29933,16,72,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Managing feelings and behaviours,41621,4914,29536,7171,12,71,17
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Managing feelings and behaviours,20224,1330,14383,4511,7,71,22
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Managing feelings and behaviours,21397,3584,15153,2660,17,71,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Managing feelings and behaviours,69154,9750,49091,10313,14,71,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Managing feelings and behaviours,33995,2953,24644,6398,9,72,19
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Managing feelings and behaviours,35159,6797,24447,3915,19,70,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Managing feelings and behaviours,32342,4933,23115,4294,15,71,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Managing feelings and behaviours,15955,1390,11753,2812,9,74,18
